state,dist,IDSet
TAMIL NADU,Cuddalore,"['TN/2019/0233518', 'TN/2018/0187173', 'TN/2019/0227035', 'TN/2018/0198230', 'AS/2018/0217587', 'MH/2019/0242493', 'KA/2017/0168465', 'TN/2020/0257641', 'TN/2018/0222052', 'TN/2017/0157794', 'PB/2020/0253839', 'MH/2018/0198635', 'TN/2017/0150356', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2019/0224871', 'TN/2009/0009794', 'DL/2015/0091689', 'TN/2017/0171491', 'TN/2019/0232444', 'PY/2009/0007642', 'TN/2018/0186822', 'DL/2018/0216615', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2018/0191818', 'KL/2018/0182489', 'TN/2017/0116438', 'TS/2021/0273646', 'RJ/2020/0264335', 'TN/2018/0192774', 'TN/2018/0197516', 'TN/2016/0110561', 'GJ/2017/0156688', 'TN/2018/0185186', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2017/0167426', 'TN/2020/0261002', 'TN/2018/0190162', 'TN/2018/0182510', 'UP/2020/0270647', 'TN/2017/0151924', 'TN/2020/0252660', 'TN/2018/0182202', 'TN/2018/0217913', 'TN/2017/0175229', 'TN/2017/0156878', 'PY/2009/0004815', 'AP/2020/0262267', 'TN/2013/0062612', 'TN/2017/0167421', 'TN/2018/0210118', 'TN/2020/0260818', 'TN/2016/0112425']"
TAMIL NADU,Thiruvarur,"['TN/2019/0233518', 'TN/2018/0187173', 'TN/2019/0241236', 'UP/2018/0197056', 'TN/2018/0218374', 'TN/2018/0222052', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2009/0009794', 'DL/2015/0091689', 'TN/2018/0185424', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2019/0223070', 'TN/2018/0197516', 'TN/2009/0014055', 'TN/2018/0217299', 'UP/2018/0212972', 'TN/2019/0234319', 'TN/2017/0172552', 'DL/2016/0103631', 'TN/2016/0105020', 'WB/2018/0191637', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2018/0190162', 'TN/2018/0182200', 'TN/2020/0252660', 'TN/2021/0277268', 'TN/2017/0173704', 'TS/2017/0165734', 'TN/2018/0217913', 'TN/2009/0014451', 'AP/2020/0262267', 'TN/2018/0193417', 'MP/2021/0273014']"
TAMIL NADU,Theni,"['TN/2019/0233518', 'TN/2018/0187173', 'TN/2018/0182786', 'TN/2018/0198230', 'AS/2018/0217587', 'MH/2019/0242493', 'KA/2017/0168465', 'TN/2019/0241236', 'UP/2018/0197056', 'TN/2018/0218374', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2017/0159515', 'DL/2020/0251696', 'TN/2018/0216413', 'TN/2009/0009794', 'DL/2015/0091689', 'TN/2019/0242383', 'UP/2020/0266217', 'MH/2020/0261233', 'TN/2017/0171891', 'TN/2020/0268926', 'TN/2017/0160008', 'TN/2017/0165898', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2019/0242395', 'TN/2018/0197516', 'TN/2016/0110561', 'GJ/2017/0156688', 'TN/2017/0170079', 'DL/2016/0103631', 'TN/2018/0186151', 'MP/2017/0160029', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2018/0212620', 'TN/2016/0102557', 'TN/2017/0164132', 'TN/2013/0071598', 'MH/2017/0174250', 'TN/2018/0217913', 'TN/2017/0175229', 'TN/2018/0211179', 'GJ/2017/0153855', 'AP/2020/0262267', 'TN/2017/0163531', 'TN/2016/0099388', 'TN/2018/0185830', 'TN/2013/0071965', 'TN/2017/0170835', 'TN/2020/0253770', 'TN/2018/0184096', 'TN/2018/0221568']"
TAMIL NADU,Vellore,"['TN/2019/0233518', 'TN/2018/0187173', 'TN/2018/0187848', 'TN/2019/0241236', 'UP/2018/0197056', 'TN/2018/0218374', 'KA/2018/0185314', 'TN/2017/0156940', 'TN/2018/0188662', 'PB/2019/0226597', 'TN/2018/0222052', 'TN/2018/0219998', 'TN/2017/0150356', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2018/0191957', 'UP/2018/0207253', 'TN/2009/0009794', 'DL/2015/0091689', 'TN/2018/0221505', 'TN/2019/0223928', 'TN/2019/0232444', 'TN/2017/0159267', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2018/0187037', 'TN/2018/0187640', 'TN/2018/0190638', 'TN/2018/0203642', 'TN/2018/0192774', 'TN/2019/0228657', 'TN/2018/0197516', 'TN/2016/0112324', 'DL/2016/0108709', 'TN/2017/0171361', 'TN/2017/0171155', 'DL/2016/0103631', 'TN/2017/0162648', 'TN/2017/0181085', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2018/0221322', 'TN/2017/0167426', 'TN/2018/0213891', 'TN/2017/0174028', 'TN/2017/0155595', 'TN/2020/0252660', 'TN/2021/0279114', 'TN/2020/0257544', 'TN/2017/0177054', 'DL/2018/0197246', 'TN/2017/0156878', 'PY/2009/0004815', 'TN/2020/0262395', 'AP/2020/0262267', 'TN/2018/0193417', 'MP/2021/0273014', 'TN/2017/0168187', 'DL/2019/0241951', 'TN/2018/0203601', 'TN/2018/0210118', 'TN/2018/0198605', 'KA/2019/0229988']"
TAMIL NADU,Nagapattinam,"['TN/2019/0233518', 'TN/2018/0187173', 'TN/2018/0198230', 'AS/2018/0217587', 'MH/2019/0242493', 'KA/2017/0168465', 'TN/2019/0238761', 'TN/2018/0222052', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2019/0224871', 'TN/2009/0009794', 'DL/2015/0091689', 'TN/2017/0181734', 'TN/2017/0155210', 'WB/2010/0027926', 'TN/2018/0197435', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2020/0272081', 'TN/2018/0197516', 'TN/2009/0014055', 'TN/2016/0110561', 'GJ/2017/0156688', 'TN/2017/0172552', 'DL/2016/0103631', 'TN/2016/0105020', 'WB/2018/0191637', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2018/0190162', 'TN/2017/0116391', 'TN/2020/0252660', 'TN/2018/0217913', 'TN/2017/0175229', 'TN/2017/0156878', 'PY/2009/0004815', 'TN/2009/0014451', 'AP/2020/0262267', 'TN/2018/0208813', 'HR/2019/0237659', 'TN/2018/0210118']"
TAMIL NADU,Salem,"['TN/2018/0200581', 'TN/2018/0187173', 'TN/2018/0216628', 'TN/2018/0187848', 'TN/2019/0241236', 'UP/2018/0197056', 'TN/2018/0218374', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2018/0195952', 'TN/2009/0009794', 'DL/2015/0091689', 'TN/2010/0032082', 'TN/2020/0268480', 'KA/2017/0167716', 'UP/2018/0215351', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2019/0223645', 'TN/2020/0251240', 'TN/2019/0247346', 'TN/2019/0248991', 'TN/2018/0190087', 'TS/2021/0276317', 'TN/2017/0152036', 'TN/2016/0094297', 'TN/2018/0192774', 'TN/2018/0197516', 'TN/2018/0218364', 'UP/2020/0253268', 'TN/2016/0110393', 'TN/2016/0110561', 'GJ/2017/0156688', 'TN/2018/0217299', 'UP/2018/0212972', 'TN/2017/0157089', 'TN/2019/0239788', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2020/0261002', 'TN/2016/0102557', 'TN/2019/0243086', 'TN/2018/0191796', 'TN/2020/0252660', 'TN/2018/0217913', 'TN/2018/0214876', 'TN/2017/0179105', 'DL/2020/0254360', 'TN/2017/0175229', 'TN/2017/0156878', 'TN/2020/0262395', 'AP/2020/0262267', 'TN/2014/0076480', 'TN/2017/0159054', 'TN/2018/0205344', 'TN/2017/0177681', 'TN/2018/0210118', 'TN/2019/0231469', 'TN/2018/0210291']"
TAMIL NADU,Sivaganga,"['TN/2017/0155542', 'TN/2018/0187173', 'TN/2018/0220033', 'TN/2014/0084258', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2018/0216413', 'TN/2009/0009794', 'DL/2015/0091689', 'TN/2020/0268926', 'TN/2014/0075153', 'TN/2017/0160008', 'TN/2017/0167729', 'DL/2021/0274325', 'TN/2016/0106970', 'TN/2019/0236036', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2017/0152965', 'TN/2018/0197516', 'TN/2020/0252602', 'MH/2019/0227467', 'HR/2019/0240418', 'PB/2017/0159714', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2016/0101040', 'TN/2019/0223738', 'TN/2018/0191341', 'MH/2021/0278842', 'TN/2018/0191428', 'TN/2020/0252660', 'TN/2016/0104937', 'TN/2017/0175229', 'AP/2020/0262267', 'TN/2016/0099388', 'TN/2018/0185830', 'TN/2018/0189524', 'TN/2018/0211946', 'TN/2020/0253770', 'TN/2018/0196684']"
TAMIL NADU,Dindigul,"['TN/2019/0236965', 'TN/2018/0187173', 'TN/2011/0043208', 'TN/2018/0189669', 'TN/2019/0241236', 'UP/2018/0197056', 'TN/2018/0218374', 'TN/2018/0199536', 'TN/2018/0182948', 'MP/2016/0099635', 'DL/2019/0238702', 'MP/2020/0256356', 'WB/2017/0161331', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2018/0216413', 'TN/2009/0009794', 'DL/2015/0091689', 'TN/2017/0176130', 'TN/2017/0156340', 'TN/2018/0221297', 'TN/2017/0160008', 'TN/2018/0216040', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2017/0168738', 'MH/2018/0197022', 'TN/2018/0197516', 'TN/2017/0167371', 'TN/2017/0173996', 'TN/2017/0120112', 'TN/2017/0151900', 'TN/2017/0172227', 'TN/2018/0217299', 'UP/2018/0212972', 'TN/2018/0185186', 'TN/2017/0170079', 'TN/2020/0252602', 'MH/2019/0227467', 'HR/2019/0240418', 'PB/2017/0159714', 'TN/2017/0172450', 'DL/2021/0276575', 'DL/2016/0103631', 'TN/2018/0220961', 'TN/2018/0186151', 'MP/2017/0160029', 'TN/2016/0100804', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2017/0160673', 'KL/2018/0201529', 'TN/2018/0207548', 'TN/2018/0213891', 'TN/2016/0102557', 'TN/2017/0164132', 'TN/2013/0071598', 'MH/2017/0174250', 'TN/2018/0191796', 'TN/2014/0079569', 'TN/2020/0252660', 'TN/2019/0232590', 'TN/2018/0217913', 'TN/2016/0104937', 'TN/2017/0175229', 'TN/2009/0014451', 'AP/2020/0262267', 'TN/2016/0099388', 'TN/2018/0185830', 'KA/2016/0095691', 'TN/2020/0268932', 'TN/2019/0232056', 'HP/2021/0278626', 'TN/2020/0253770', 'TN/2018/0210118', 'TN/2018/0184096', 'TN/2017/0175000']"
TAMIL NADU,Tiruchirappalli,"['UP/2017/0152852', 'DL/2017/0161832', 'TN/2018/0187173', 'TN/2019/0229857', 'TN/2018/0218246', 'TN/2020/0250857', 'TN/2018/0198230', 'AS/2018/0217587', 'MH/2019/0242493', 'KA/2017/0168465', 'TN/2018/0206300', 'KL/2021/0276200', 'TN/2021/0275638', 'TN/2018/0222052', 'TN/2017/0150088', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2018/0216413', 'TN/2019/0243367', 'TN/2009/0009794', 'TN/2017/0169506', 'DL/2015/0091689', 'TN/2017/0165558', 'KL/2018/0215138', 'BR/2015/0089625', 'TN/2017/0154643', 'TN/2021/0274217', 'TN/2018/0201609', 'TN/2017/0169190', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2017/0181360', 'TN/2017/0157383', 'TS/2021/0276317', 'TN/2017/0152036', 'TN/2020/0249616', 'TN/2020/0263831', 'TN/2017/0160790', 'TN/2020/0250544', 'TN/2018/0197516', 'KA/2017/0180781', 'DL/2018/0182354', 'TN/2018/0218931', 'TN/2017/0151900', 'TN/2018/0217299', 'UP/2018/0212972', 'TN/2017/0173866', 'TN/2017/0172552', 'DL/2016/0103631', 'TN/2018/0218875', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2017/0170370', 'RJ/2019/0236299', 'TN/2018/0191796', 'TN/2020/0252660', 'TN/2019/0232590', 'TN/2017/0156503', 'TN/2018/0206141', 'TN/2018/0217913', 'TN/2017/0179105', 'DL/2020/0254360', 'TN/2017/0175229', 'TN/2009/0014451', 'AP/2020/0262267', 'TN/2017/0172467', 'GJ/2018/0190378', 'TN/2016/0099388', 'TN/2018/0185830', 'KA/2016/0095691', 'TN/2021/0280196', 'TN/2017/0170835', 'TN/2018/0191126', 'TN/2017/0164668', 'TN/2021/0278579', 'TN/2018/0210118', 'TN/2018/0184096', 'TN/2018/0217269', 'TN/2018/0221000']"
TAMIL NADU,Kanniyakumari,"['TN/2018/0187173', 'TN/2016/0094058', 'KL/2021/0276200', 'TN/2018/0214998', 'TN/2020/0257641', 'KL/2017/0162923', 'TN/2019/0225271', 'TN/2018/0222052', 'TN/2018/0214808', 'KL/2016/0105295', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2009/0009794', 'TN/2017/0181732', 'WB/2020/0250805', 'KA/2018/0209649', 'DL/2015/0091689', 'TN/2017/0181734', 'KL/2018/0215138', 'BR/2015/0089625', 'TN/2017/0156703', 'TN/2020/0268926', 'TN/2018/0211563', 'TN/2018/0206097', 'KA/2020/0271421', 'TN/2018/0184486', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2018/0187037', 'TN/2017/0175200', 'TN/2020/0251830', 'TN/2018/0197516', 'TN/2018/0213690', 'TN/2018/0190873', 'TN/2017/0172450', 'DL/2021/0276575', 'DL/2016/0103631', 'TN/2020/0268093', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2019/0240053', 'TN/2020/0263657', 'KA/2015/0090531', 'TN/2020/0267047', 'WB/2019/0248588', 'TN/2018/0218172', 'TN/2018/0191341', 'MH/2021/0278842', 'TN/2020/0252660', 'TN/2017/0175229', 'TN/2017/0168513', 'AP/2020/0262267', 'TN/2018/0222126', 'TN/2019/0234665', 'TN/2017/0153495', 'TN/2018/0210118', 'TN/2018/0198633', 'TN/2017/0167388', 'TN/2016/0104021', 'KA/2020/0250896']"
TAMIL NADU,Pudukkottai,"['TN/2018/0187173', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2009/0009794', 'DL/2015/0091689', 'TN/2018/0201609', 'TN/2017/0167729', 'DL/2021/0274325', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2018/0203369', 'TN/2017/0119494', 'KL/2020/0253966', 'TN/2018/0197516', 'TN/2018/0217299', 'UP/2018/0212972', 'TN/2017/0172552', 'DL/2016/0103631', 'TN/2016/0099099', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2009/0011721', 'TN/2016/0102557', 'TN/2018/0191428', 'TN/2020/0252660', 'TN/2018/0217913', 'TN/2017/0175229', 'AP/2020/0262267', 'TN/2017/0166756', 'MH/2017/0175063', 'TN/2016/0099388', 'TN/2018/0185830', 'KA/2016/0095691', 'TN/2021/0276993']"
TAMIL NADU,Dharmapuri,"['TN/2018/0187173', 'TN/2020/0252946', 'TN/2018/0187848', 'TN/2019/0241236', 'UP/2018/0197056', 'TN/2018/0218374', 'KA/2018/0185314', 'TN/2019/0223646', 'TN/2017/0150356', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2009/0009794', 'DL/2015/0091689', 'TN/2017/0160008', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2017/0155775', 'KA/2017/0172999', 'TN/2019/0223645', 'TN/2019/0247346', 'TN/2018/0197516', 'TN/2016/0110561', 'GJ/2017/0156688', 'DL/2016/0103631', 'TN/2017/0181085', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2017/0167426', 'TN/2020/0261002', 'TN/2018/0191796', 'TN/2020/0252660', 'TN/2018/0217913', 'TN/2017/0156878', 'AP/2020/0262267', 'TN/2018/0210118']"
TAMIL NADU,Namakkal,"['TN/2018/0187173', 'TN/2018/0187848', 'TN/2019/0241236', 'UP/2018/0197056', 'TN/2018/0218374', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2009/0009794', 'DL/2015/0091689', 'TN/2021/0273653', 'TN/2017/0175931', 'TN/2019/0231911', 'TN/2017/0168489', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2019/0223645', 'TN/2020/0251240', 'TN/2019/0247346', 'TN/2019/0227898', 'TN/2021/0275074', 'TN/2020/0270458', 'TN/2018/0197516', 'TN/2016/0110561', 'GJ/2017/0156688', 'TN/2018/0217299', 'UP/2018/0212972', 'TN/2017/0150112', 'TN/2017/0151731', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2020/0261002', 'TN/2018/0191796', 'TN/2017/0155595', 'TN/2020/0252660', 'TN/2019/0232590', 'TN/2018/0217913', 'TN/2017/0179105', 'DL/2020/0254360', 'TN/2017/0175229', 'AP/2020/0262267', 'TN/2017/0159054', 'TN/2021/0276993', 'TN/2018/0205344', 'TN/2018/0200903']"
TAMIL NADU,Erode,"['TN/2018/0187173', 'TN/2018/0187848', 'TN/2019/0241236', 'UP/2018/0197056', 'TN/2018/0218374', 'TN/2017/0115853', 'TN/2017/0163863', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2009/0009794', 'DL/2015/0091689', 'TN/2016/0108142', 'TN/2018/0204976', 'TN/2020/0262880', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2019/0223645', 'TN/2019/0247346', 'TN/2018/0192774', 'TN/2021/0277760', 'TN/2018/0197516', 'TN/2020/0255546', 'TN/2016/0110561', 'GJ/2017/0156688', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2020/0261002', 'TN/2018/0191796', 'TN/2020/0252660', 'TN/2017/0156503', 'TN/2018/0217913', 'TN/2017/0175229', 'TN/2020/0256504', 'AP/2020/0262267', 'TN/2018/0199335', 'TN/2016/0099388', 'TN/2018/0185830', 'TN/2018/0210118']"
TAMIL NADU,Tiruppur,"['TN/2018/0187173', 'TN/2019/0241236', 'UP/2018/0197056', 'TN/2018/0218374', 'TN/2017/0115853', 'TN/2018/0199536', 'TN/2017/0163863', 'TN/2018/0218593', 'KL/2018/0194266', 'TN/2020/0263595', 'TN/2009/0009794', 'TN/2020/0262880', 'TN/2018/0186822', 'AP/2017/0165400', 'UP/2020/0254769', 'TN/2018/0197516', 'TN/2017/0151900', 'TN/2018/0205318', 'TN/2018/0210764', 'TN/2020/0261002', 'TN/2013/0071598', 'MH/2017/0174250', 'TN/2018/0191796', 'TN/2020/0252660', 'TN/2017/0156503', 'TN/2020/0261668', 'TN/2018/0217913', 'TN/2017/0159783', 'CG/2018/0208181', 'TN/2019/0236679', 'TS/2018/0194229', 'TN/2017/0175229', 'TN/2020/0257109', 'AP/2020/0262267', 'TN/2016/0099388', 'TN/2018/0185830', 'TN/2018/0198651']"
TAMIL NADU,Tirunelveli,"['TN/2018/0187173', 'TN/2016/0094058', 'KL/2021/0276200', 'TN/2020/0257641', 'TN/2017/0172861', 'TN/2018/0222052', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2018/0216413', 'TN/2018/0217047', 'TN/2009/0009794', 'TN/2018/0191737', 'TN/2017/0152646', 'DL/2015/0091689', 'TN/2017/0158009', 'HR/2020/0250681', 'TN/2010/0024699', 'TN/2020/0268926', 'TN/2018/0197163', 'UP/2017/0158008', 'MH/2017/0159476', 'BR/2018/0193545', 'TN/2017/0160008', 'TN/2021/0276746', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2018/0187037', 'TN/2018/0211411', 'DL/2019/0246206', 'DL/2018/0191205', 'TN/2017/0159890', 'DL/2019/0236109', 'TN/2014/0073763', 'TN/2018/0197516', 'TN/2017/0172450', 'DL/2021/0276575', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2019/0246876', 'TN/2020/0263657', 'TN/2018/0192162', 'TN/2020/0267047', 'WB/2019/0248588', 'TN/2018/0191341', 'MH/2021/0278842', 'TN/2017/0175229', 'TN/2017/0156878', 'AP/2020/0262267', 'TN/2016/0099388', 'TN/2018/0185830', 'KA/2016/0095691', 'TN/2018/0202941', 'MH/2017/0169837', 'SK/2019/0227152', 'MH/2017/0116871', 'TN/2017/0151893', 'HP/2019/0248112', 'TN/2018/0210118', 'TN/2018/0187889']"
TAMIL NADU,Virudhunagar,"['TN/2018/0187173', 'TN/2018/0182786', 'TN/2016/0094058', 'TN/2018/0222052', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2018/0216413', 'TN/2009/0009794', 'TN/2017/0179700', 'MN/2011/0044941', 'DL/2015/0091689', 'TN/2018/0222178', 'TN/2017/0171891', 'TN/2020/0268926', 'TN/2017/0160008', 'TN/2017/0167729', 'DL/2021/0274325', 'TN/2018/0207591', 'TN/2017/0151170', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2020/0251588', 'TN/2017/0152009', 'TN/2018/0197516', 'TN/2017/0180725', 'TN/2017/0172450', 'DL/2021/0276575', 'TN/2009/0009245', 'DL/2016/0103631', 'TN/2016/0100804', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2017/0174655', 'TN/2020/0267047', 'WB/2019/0248588', 'TN/2018/0191341', 'MH/2021/0278842', 'TN/2009/0008579', 'TN/2018/0198775', 'KL/2018/0203479', 'MH/2021/0275051', 'TN/2017/0175229', 'TN/2021/0279467', 'AP/2020/0262267', 'TN/2020/0253770', 'TN/2018/0187889']"
TAMIL NADU,Thanjavur,"['TN/2018/0187173', 'TN/2018/0217522', 'TN/2018/0198230', 'AS/2018/0217587', 'MH/2019/0242493', 'KA/2017/0168465', 'TN/2016/0099902', 'TN/2018/0222052', 'TN/2017/0150088', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2017/0164493', 'TN/2020/0268004', 'TN/2009/0009794', 'DL/2015/0091689', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2020/0266827', 'DL/2019/0246206', 'DL/2018/0191205', 'TN/2017/0159890', 'DL/2019/0236109', 'TN/2017/0172923', 'TN/2018/0197516', 'TN/2009/0014055', 'TN/2018/0217299', 'UP/2018/0212972', 'TN/2017/0172552', 'DL/2016/0103631', 'TN/2016/0099099', 'TN/2016/0105020', 'WB/2018/0191637', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2018/0190162', 'TN/2018/0187004', 'TN/2020/0252660', 'TN/2018/0217913', 'TN/2017/0175229', 'TN/2009/0014451', 'AP/2020/0262267', 'KA/2016/0095691', 'TN/2021/0276993', 'TN/2018/0210118', 'TN/2018/0184096']"
TAMIL NADU,Perambalur,"['TN/2018/0187173', 'TN/2018/0198230', 'AS/2018/0217587', 'MH/2019/0242493', 'KA/2017/0168465', 'TN/2020/0255101', 'TN/2017/0157794', 'PB/2020/0253839', 'MH/2018/0198635', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2018/0205313', 'TN/2009/0009794', 'DL/2015/0091689', 'TN/2017/0151858', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2018/0197516', 'TN/2018/0185186', 'TN/2017/0173866', 'TN/2017/0172552', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2020/0252660', 'TN/2019/0232590', 'TN/2017/0156503', 'TN/2018/0217913', 'TN/2017/0156878', 'TN/2009/0014451', 'AP/2020/0262267', 'TN/2013/0062612', 'TN/2018/0210118']"
TAMIL NADU,Coimbatore,"['TN/2018/0187173', 'TN/2021/0273016', 'TN/2018/0220033', 'TN/2018/0205892', 'TN/2019/0241236', 'UP/2018/0197056', 'TN/2018/0218374', 'TN/2020/0258170', 'TN/2017/0115853', 'TN/2020/0261888', 'TN/2018/0199536', 'TN/2018/0218593', 'KL/2018/0194266', 'TN/2017/0150088', 'KL/2016/0105295', 'TN/2020/0263595', 'TN/2018/0196310', 'TN/2019/0230935', 'TN/2017/0118549', 'TN/2017/0171459', 'MP/2018/0210962', 'UA/2017/0175064', 'TN/2017/0157275', 'TN/2009/0009794', 'TN/2017/0159805', 'TN/2018/0215559', 'DL/2015/0091689', 'TN/2019/0236562', 'TN/2017/0157034', 'KA/2020/0271421', 'TN/2020/0262880', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2020/0251240', 'HR/2017/0152906', 'TN/2017/0158239', 'TN/2018/0192774', 'TN/2018/0197516', 'DL/2018/0208886', 'WB/2017/0153712', 'TN/2020/0255546', 'TN/2017/0151900', 'TN/2016/0110561', 'GJ/2017/0156688', 'DL/2021/0275999', 'TN/2018/0217299', 'UP/2018/0212972', 'TN/2021/0279474', 'UP/2018/0186169', 'TN/2019/0224642', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2021/0274184', 'JH/2018/0222295', 'KA/2019/0225138', 'TN/2017/0167426', 'TN/2020/0261002', 'TN/2016/0102557', 'TN/2018/0216800', 'TN/2019/0243086', 'KL/2019/0237109', 'TN/2020/0252660', 'TN/2017/0156503', 'TN/2020/0261668', 'KL/2018/0186022', 'TN/2018/0217913', 'TN/2017/0179105', 'DL/2020/0254360', 'TN/2017/0173785', 'UP/2020/0256551', 'TN/2018/0211669', 'TN/2017/0175229', 'AP/2020/0262267', 'TN/2018/0213195', 'TN/2017/0177590', 'TN/2016/0099388', 'TN/2018/0185830', 'TN/2020/0267238', 'TN/2020/0260476', 'TN/2020/0266809', 'TN/2017/0181626', 'TN/2016/0102272', 'DL/2021/0280353']"
TAMIL NADU,Thoothukkudi,"['TN/2018/0187173', 'TN/2016/0094058', 'TN/2020/0257641', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2018/0217047', 'TN/2009/0009794', 'DL/2015/0091689', 'TN/2020/0268926', 'TN/2017/0167427', 'TN/2017/0160008', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2017/0157020', 'HR/2015/0092304', 'TN/2018/0197516', 'RJ/2009/0002796', 'TN/2017/0178181', 'DL/2016/0103631', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2020/0267047', 'WB/2019/0248588', 'TN/2018/0191341', 'MH/2021/0278842', 'TN/2018/0201247', 'TN/2017/0175229', 'TN/2017/0156878', 'AP/2020/0262267', 'KA/2016/0095691', 'TN/2020/0253770', 'TN/2018/0210118', 'TN/2018/0196684']"
TAMIL NADU,Ramanathapuram,"['TN/2018/0187173', 'TN/2018/0182786', 'TN/2018/0206300', 'TN/2020/0263595', 'TN/2017/0118549', 'TN/2018/0216413', 'TN/2009/0009794', 'DL/2015/0091689', 'TN/2020/0268926', 'TN/2017/0160008', 'TN/2016/0106970', 'TN/2018/0186822', 'AP/2017/0119729', 'DL/2018/0185214', 'TN/2017/0152965', 'TN/2018/0217632', 'TN/2018/0197516', 'TN/2018/0213690', 'TN/2017/0180725', 'DL/2016/0103631', 'TN/2017/0165744', 'TN/2013/0069318', 'DL/2019/0241612', 'OR/2019/0225631', 'KL/2016/0108560', 'TN/2016/0111485', 'TN/2018/0191341', 'MH/2021/0278842', 'TN/2018/0191428', 'TN/2017/0175229', 'PY/2009/0004815', 'AP/2020/0262267', 'TN/2016/0100071', 'TN/2018/0211946', 'TN/2020/0253770', 'TN/2018/0196684']"
